run_id,instance_id,instance_type,logical_cpus,storage_target,storage_layout,ebs_throughput_mibps,operation,operation_label,variant,chart_series,phase,threads,effective_threads,sample_timestamp_utc,sample_index,elapsed_seconds,absolute_elapsed_seconds,cpu_total_percent,cpu_average_percent,host_cpu_percent,duckdb_thread_cpu_percent,raw_phase_name,phase_duration_seconds,status
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.058278+00:00,60,6.028,59.529,59.86,0.47,0.467656,0.935312,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.158599+00:00,61,6.129,59.63,9.98,0.08,0.077969,0.155938,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.258886+00:00,62,6.229,59.73,9.98,0.08,0.077969,0.155938,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.359197+00:00,63,6.329,59.83,0,0,0,0,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.459483+00:00,64,6.43,59.931,19.92,0.16,0.155625,0.31125,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.559801+00:00,65,6.53,60.031,19.94,0.16,0.155781,0.311563,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.660076+00:00,66,6.63,60.131,19.92,0.16,0.155625,0.31125,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.760375+00:00,67,6.731,60.232,9.98,0.08,0.077969,0.155938,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.860668+00:00,68,6.831,60.332,0,0,0,0,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
2026-05-13T133349Z,i-056f3061f47031643,r8id.32xlarge,128,EBS,ebs,,parquet_to_duckdb,Parquet -> mydb.duckdb,baseline,Vanilla baseline,baseline,64,64,2026-05-13T13:37:09.961036+00:00,69,6.931,60.432,9.97,0.08,0.077891,0.155781,EBS: baseline threads=64 parquet_to_duckdb ctas,10.3,success
